ANO  USIN    JAN    FEV    MAR    ABR    MAI    JUN    JUL    AGO    SET    OUT    NOV    DEZ
XXXX  XXX XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X
2023   18  -3.52  -2.52  -3.06  -9.16  -9.42 -14.68 -15.76 -12.13 -15.40  -5.42  -8.85  -2.55    1
2024   18  -3.57  -2.55  -3.10  -9.36  -9.62 -15.02 -16.13 -12.41 -15.76  -5.52  -9.04  -2.58    1
2025   18  -3.62  -2.57  -3.14  -9.56  -9.82 -15.36 -16.50 -12.68 -16.11  -5.62  -9.23  -2.60    1
2021   20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -6.27  -0.83  -0.12  -0.12    1     Usos_Consuntivos - BATALHA
2022   20  -0.12  -0.12  -1.99  -3.75  -4.04  -5.81  -6.32  -6.28  -6.62  -0.87  -0.12  -0.12    1
2023   20  -0.12  -0.12  -2.10  -3.95  -4.26  -6.12  -6.66  -6.61  -6.98  -0.92  -0.12  -0.12    1
2024   20  -0.12  -0.12  -2.20  -4.15  -4.47  -6.44  -7.00  -6.95  -7.33  -0.96  -0.12  -0.12    1
2025   20  -0.12  -0.12  -2.30  -4.35  -4.69  -6.75  -7.34  -7.29  -7.69  -1.00  -0.12  -0.12    1
2021   21   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -2.03  -0.30  -0.07  -0.07    1     Usos_Consuntivos - SERRA FACAO
2022   21  -0.07  -0.07  -0.61  -1.12  -1.20  -1.71  -1.86  -1.85  -1.95  -0.29  -0.07  -0.07    1
2023   21  -0.07  -0.07  -0.59  -1.07  -1.15  -1.64  -1.77  -1.76  -1.86  -0.28  -0.07  -0.07    1
2024   21  -0.07  -0.07  -0.56  -1.02  -1.10  -1.56  -1.69  -1.68  -1.77  -0.27  -0.08  -0.08    1
2025   21  -0.08  -0.08  -0.54  -0.97  -1.04  -1.48  -1.61  -1.60  -1.69  -0.26  -0.08  -0.08    1
2021   24   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 -23.54  -7.37  -0.78  -0.96    1     Usos_Consuntivos - EMBORCACAO
2022   24  -0.75  -0.84  -4.23 -11.68  -7.17 -18.11 -18.19 -13.86 -24.30  -7.60  -0.78  -0.97    1
2023   24  -0.75  -0.85  -4.35 -12.04  -7.39 -18.67 -18.75 -14.29 -25.07  -7.83  -0.79  -0.99    1
2024   24  -0.76  -0.86  -4.47 -12.39  -7.60 -19.24 -19.32 -14.72 -25.83  -8.05  -0.80  -1.00    1
2025   24  -0.77  -0.87  -4.59 -12.75  -7.81 -19.80 -19.89 -15.15 -26.59  -8.28  -0.81  -1.02    1
2021   25   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -5.92  -1.55  -0.71  -0.71    1     Usos_Consuntivos - NOVA PONTE
2022   25  -0.71  -0.71  -2.39  -1.97  -1.72  -4.54  -5.22  -3.47  -6.10  -1.59  -0.72  -0.72    1
2023   25  -0.72  -0.72  -2.45  -2.02  -1.76  -4.67  -5.38  -3.57  -6.28  -1.62  -0.73  -0.73    1
2024   25  -0.72  -0.73  -2.51  -2.06  -1.80  -4.80  -5.53  -3.67  -6.46  -1.66  -0.73  -0.74    1
2025   25  -0.73  -0.73  -2.57  -2.11  -1.84  -4.93  -5.68  -3.76  -6.64  -1.69  -0.74  -0.74    1
2021   26   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -3.83  -0.23  -0.07  -0.06    1     Usos_Consuntivos - MIRANDA
2022   26  -0.06  -0.06  -0.25  -1.31  -1.59  -3.58  -3.71  -2.65  -3.95  -0.24  -0.07  -0.06    1
2023   26  -0.06  -0.06  -0.25  -1.35  -1.64  -3.69  -3.82  -2.73  -4.08  -0.25  -0.07  -0.06    1
2024   26  -0.06  -0.06  -0.26  -1.39  -1.69  -3.81  -3.94  -2.81  -4.20  -0.25  -0.07  -0.06    1
2025   26  -0.06  -0.06  -0.27  -1.43  -1.74  -3.92  -4.06  -2.89  -4.33  -0.26  -0.07  -0.06    1
2021   27   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.96  -0.38  -0.15  -0.01    1     Usos_Consuntivos - CAPIM BRANC1
2022   27  -0.01  -0.32  -0.43  -0.55  -0.55  -0.86  -0.88  -0.63  -0.99  -0.39  -0.15  -0.01    1
2023   27  -0.01  -0.33  -0.45  -0.57  -0.57  -0.89  -0.91  -0.65  -1.02  -0.40  -0.16  -0.01    1
2024   27  -0.01  -0.34  -0.46  -0.59  -0.58  -0.91  -0.94  -0.66  -1.06  -0.42  -0.16  -0.01    1
2025   27  -0.01  -0.35  -0.47  -0.61  -0.60  -0.94  -0.97  -0.68  -1.09  -0.43  -0.17  -0.01    1
2021   27   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -7.00  -7.00  -7.00  -7.00    1     Vazao_Remanescente - CAPIM BRANC1
2022   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1
2023   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1
2024   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1
2025   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1
2021   28   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -2.24  -0.92  -0.35  -0.02    1     Usos_Consuntivos - CAPIM BRANC2
2022   28  -0.02  -0.77  -1.04  -1.30  -1.29  -2.00  -2.06  -1.45  -2.31  -0.94  -0.36  -0.02    1
2023   28  -0.02  -0.80  -1.07  -1.34  -1.33  -2.06  -2.13  -1.50  -2.38  -0.97  -0.37  -0.02    1
2024   28  -0.02  -0.82  -1.10  -1.38  -1.37  -2.13  -2.19  -1.55  -2.46  -1.00  -0.39  -0.02    1
2025   28  -0.02  -0.85  -1.13  -1.42  -1.41  -2.19  -2.26  -1.59  -2.53  -1.03  -0.40  -0.02    1
2021   28   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   7.00   7.00   7.00   7.00    1     Vazao_Remanescente - CAPIM BRANC2
2022   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1
2023   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1
2024   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1
2025   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1
2021   29   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -4.16  -1.06  -0.60  -0.60    1     Usos_Consuntivos - CORUMBA IV
2022   29  -0.60  -0.60  -0.99  -2.81  -3.16  -3.52  -4.12  -4.53  -4.29  -1.08  -0.61  -0.61    1
2023   29  -0.61  -0.61  -1.01  -2.89  -3.26  -3.63  -4.24  -4.67  -4.42  -1.11  -0.62  -0.62    1
2024   29  -0.62  -0.62  -1.03  -2.97  -3.35  -3.73  -4.36  -4.80  -4.55  -1.13  -0.63  -0.63    1
2025   29  -0.63  -0.63  -1.05  -3.05  -3.44  -3.83  -4.48  -4.94  -4.67  -1.16  -0.64  -0.64    1
2021   30   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -7.71  -1.55  -0.68  -0.68    1     Usos_Consuntivos - CORUMBA I
2022   30  -0.68  -0.68  -2.27  -5.23  -5.69  -6.73  -8.03  -8.65  -7.95  -1.59  -0.69  -0.69    1
2023   30  -0.69  -0.69  -2.32  -5.38  -5.86  -6.94  -8.28  -8.91  -8.19  -1.62  -0.69  -0.70    1
2024   30  -0.69  -0.69  -2.38  -5.53  -6.03  -7.14  -8.52  -9.18  -8.43  -1.66  -0.70  -0.70    1
2025   30  -0.70  -0.70  -2.44  -5.69  -6.20  -7.34  -8.76  -9.44  -8.67  -1.70  -0.71  -0.71    1
2021   31   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 -18.59  -7.38  -3.55  -1.84    1     Usos_Consuntivos - ITUMBIARA
2022   31  -1.78  -6.07  -7.78 -12.11 -11.99 -17.94 -18.30 -15.01 -19.17  -7.59  -3.64  -1.87    1
2023   31  -1.81  -6.23  -8.00 -12.47 -12.35 -18.49 -18.86 -15.46 -19.76  -7.81  -3.72  -1.90    1
2024   31  -1.83  -6.40  -8.22 -12.83 -12.71 -19.04 -19.42 -15.92 -20.35  -8.02  -3.81  -1.93    1
2025   31  -1.86  -6.57  -8.44 -13.19 -13.06 -19.58 -19.98 -16.37 -20.93  -8.23  -3.90  -1.96    1
2021   32   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -4.59  -0.89  -0.32  -0.31    1     Usos_Consuntivos - CACH.DOURADA
2022   32  -0.30  -0.35  -0.40  -1.48  -3.38  -4.68  -4.80  -3.24  -4.73  -0.91  -0.32  -0.31    1
2023   32  -0.31  -0.36  -0.41  -1.52  -3.48  -4.82  -4.95  -3.34  -4.88  -0.93  -0.33  -0.31    1
2024   32  -0.31  -0.36  -0.41  -1.56  -3.58  -4.96  -5.10  -3.43  -5.03  -0.96  -0.33  -0.32    1
2025   32  -0.32  -0.37  -0.42  -1.60  -3.68  -5.11  -5.24  -3.53  -5.17  -0.98  -0.33  -0.32    1
2021   33   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 -43.81 -16.77  -6.49  -5.54    1     Usos_Consuntivos - SAO SIMAO
2022   33  -8.16  -6.52 -13.66 -23.46 -34.76 -47.42 -50.08 -52.94 -45.15 -17.21  -6.59  -5.61    1
2023   33  -8.31  -6.62 -13.99 -24.10 -35.76 -48.84 -51.58 -54.53 -46.49 -17.66  -6.69  -5.68    1
2024   33  -8.47  -6.72 -14.32 -24.74 -36.77 -50.25 -53.08 -56.12 -47.83 -18.10  -6.80  -5.76    1
2025   33  -8.62  -6.82 -14.65 -25.39 -37.78 -51.66 -54.58 -57.71 -49.17 -18.54  -6.90  -5.83    1
2021   37   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  18.05  18.05  17.22  17.95    1     Usos_Consuntivos - BARRA BONITA
2022   37  18.01  17.97  17.94  17.66  17.87  17.25  17.33  17.25  17.69  17.69  16.87  17.60    1
2023   37  17.67  17.63  17.60  17.32  17.52  16.90  16.97  16.90  17.33  17.33  16.51  17.24    1
2024   37  17.32  17.27  17.24  16.97  17.16  16.55  16.62  16.56  16.98  16.98  16.16  16.88    1
2025   37  16.97  16.93  16.89  16.62  16.82  16.21  16.27  16.21  16.63  16.63  15.82  16.53    1
2021   37   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 -53.11 -48.46 -58.79 -47.75    1     Usos_Consuntivos - BARRA BONITA
2022   37 -49.82 -47.78 -48.60 -54.60 -49.24 -55.03 -56.08 -56.12 -53.29 -48.65 -58.95 -47.93    1
2023   37 -50.00 -47.97 -48.78 -54.77 -49.42 -55.20 -56.25 -56.29 -53.46 -48.84 -59.12 -48.12    1
2024   37 -50.18 -48.15 -48.96 -54.95 -49.60 -55.37 -56.42 -56.46 -53.64 -49.02 -59.28 -48.31    1
2025   37 -50.36 -48.34 -49.15 -55.12 -49.78 -55.54 -56.59 -56.63 -53.81 -49.21 -59.45 -48.50    1
2021   38   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -9.85  -3.99 -10.17  -1.36    1     Usos_Consuntivos - A.S. LIMA
2022   38  -4.26  -1.36  -2.10  -7.18  -4.77  -9.43 -10.72 -10.28 -10.07  -4.06 -10.39  -1.37    1
2023   38  -4.35  -1.37  -2.13  -7.33  -4.87  -9.63 -10.95 -10.50 -10.28  -4.14 -10.62  -1.39    1
2024   38  -4.43  -1.39  -2.16  -7.48  -4.96  -9.83 -11.18 -10.72 -10.50  -4.22 -10.84  -1.41    1
2025   38  -4.51  -1.41  -2.20  -7.63  -5.06 -10.04 -11.42 -10.94 -10.72  -4.30 -11.07  -1.42    1
2021   39   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -6.56  -2.28  -9.10  -1.67    1     Usos_Consuntivos - IBITINGA
2022   39  -3.39  -1.81  -2.37  -5.07  -4.03  -7.51  -8.48  -8.14  -6.69  -2.31  -9.29  -1.69    1
2023   39  -3.44  -1.83  -2.40  -5.17  -4.10  -7.66  -8.65  -8.31  -6.82  -2.34  -9.48  -1.70    1
2024   39  -3.50  -1.85  -2.43  -5.26  -4.17  -7.82  -8.82  -8.47  -6.96  -2.37  -9.67  -1.72    1
2025   39  -3.56  -1.87  -2.47  -5.36  -4.24  -7.97  -9.00  -8.64  -7.09  -2.40  -9.87  -1.74    1
2021   40   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -5.39  -2.05  -3.30  -0.86    1     Usos_Consuntivos - PROMISSAO
2022   40  -1.20  -0.86  -1.38  -3.41  -2.93  -4.99  -5.54  -4.83  -5.50  -2.08  -3.36  -0.86    1
2023   40  -1.21  -0.86  -1.40  -3.47  -2.99  -5.09  -5.65  -4.92  -5.61  -2.11  -3.43  -0.87    1
2024   40  -1.23  -0.87  -1.41  -3.54  -3.04  -5.18  -5.77  -5.02  -5.72  -2.14  -3.49  -0.87    1
2025   40  -1.24  -0.87  -1.43  -3.60  -3.09  -5.28  -5.88  -5.11  -5.83  -2.18  -3.55  -0.88    1
2021   42   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -6.44  -2.94  -3.87  -0.44    1     Usos_Consuntivos - NAVANHANDAVA
2022   42  -1.90  -0.44  -1.63  -4.06  -3.62  -5.84  -6.59  -5.71  -6.58  -3.00  -3.96  -0.45    1
2023   42  -1.94  -0.45  -1.66  -4.14  -3.70  -5.97  -6.73  -5.84  -6.72  -3.06  -4.04  -0.45    1
2024   42  -1.98  -0.45  -1.69  -4.23  -3.77  -6.09  -6.88  -5.96  -6.87  -3.13  -4.12  -0.45    1
2025   42  -2.01  -0.45  -1.72  -4.31  -3.85  -6.22  -7.02  -6.09  -7.01  -3.19  -4.21  -0.45    1
2021   34   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -4.57  -3.52  -4.92  -1.87    1     Usos_Consuntivos - I. SOLTEIRA
2022   34  -3.14  -2.45  -2.43  -3.90  -4.21  -5.71  -5.90  -5.33  -4.65  -3.58  -5.00  -1.87    1
2023   34  -3.18  -2.47  -2.45  -3.96  -4.28  -5.82  -6.02  -5.43  -4.73  -3.63  -5.09  -1.88    1
2024   34  -3.22  -2.50  -2.47  -4.03  -4.35  -5.93  -6.13  -5.53  -4.81  -3.68  -5.18  -1.89    1
2025   34  -3.26  -2.52  -2.49  -4.09  -4.42  -6.04  -6.24  -5.63  -4.89  -3.73  -5.27  -1.89    1
2021   43   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -6.18  -3.49  -4.96  -1.00    1     Usos_Consuntivos - TRES IRMAOS
2022   43  -2.43  -1.00  -1.54  -4.06  -4.42  -6.59  -7.59  -6.12  -6.31  -3.56  -5.06  -1.01    1
2023   43  -2.47  -1.01  -1.56  -4.14  -4.51  -6.73  -7.75  -6.24  -6.44  -3.62  -5.16  -1.02    1
2024   43  -2.51  -1.02  -1.57  -4.21  -4.59  -6.87  -7.91  -6.37  -6.57  -3.69  -5.26  -1.03    1
2025   43  -2.55  -1.02  -1.59  -4.29  -4.68  -7.00  -8.06  -6.49  -6.70  -3.75  -5.36  -1.03    1
2021   45   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.74  -1.72  -1.69  -1.65  -1.54    1     Usos_Consuntivos - JUPIA
2022   45  -1.56  -1.58  -1.56  -1.75  -1.66  -1.76  -1.80  -1.76  -1.74  -1.71  -1.67  -1.55    1
2023   45  -1.57  -1.59  -1.57  -1.77  -1.68  -1.78  -1.83  -1.78  -1.76  -1.73  -1.68  -1.57    1
2024   45  -1.59  -1.61  -1.59  -1.79  -1.70  -1.80  -1.85  -1.80  -1.78  -1.75  -1.70  -1.58    1
2025   45  -1.60  -1.62  -1.60  -1.81  -1.72  -1.82  -1.87  -1.82  -1.80  -1.76  -1.72  -1.60    1
2021   46   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 -18.30 -19.49  -8.28  -7.19    1     Usos_Consuntivos - P. PRIMAVERA
2022   46  -7.35  -6.13 -11.12 -16.56 -10.19 -18.99 -20.24 -22.26 -18.67 -19.88  -8.37  -7.25    1
2023   46  -7.41  -6.16 -11.29 -16.86 -10.33 -19.36 -20.65 -22.72 -19.03 -20.28  -8.47  -7.32    1
2024   46  -7.48  -6.20 -11.45 -17.17 -10.47 -19.73 -21.05 -23.17 -19.39 -20.67  -8.56  -7.38    1
2025   46  -7.54  -6.23 -11.62 -17.48 -10.61 -20.10 -21.45 -23.63 -19.75 -21.07  -8.65  -7.44    1
2021   47   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -5.30  -1.03 -10.60  -1.02    1     Usos_Consuntivos - A.A. LAYDNER
2022   47  -1.03  -1.02  -1.03  -6.34  -2.39  -8.28 -10.55 -10.65  -5.42  -1.04 -10.85  -1.04    1
2023   47  -1.04  -1.04  -1.04  -6.48  -2.43  -8.46 -10.79 -10.89  -5.54  -1.05 -11.10  -1.05    1
2024   47  -1.05  -1.05  -1.05  -6.62  -2.48  -8.65 -11.03 -11.13  -5.65  -1.07 -11.35  -1.06    1
2025   47  -1.06  -1.06  -1.06  -6.76  -2.52  -8.84 -11.27 -11.37  -5.77  -1.08 -11.59  -1.07    1
2021   48   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.26  -0.06  -0.23  -0.05    1     Usos_Consuntivos - PIRAJU
2022   48  -0.05  -0.05  -0.05  -0.08  -0.07  -0.27  -0.23  -0.30  -0.26  -0.06  -0.23  -0.05    1
2023   48  -0.05  -0.05  -0.05  -0.09  -0.07  -0.28  -0.23  -0.30  -0.27  -0.06  -0.24  -0.05    1
2024   48  -0.05  -0.05  -0.05  -0.09  -0.07  -0.28  -0.24  -0.31  -0.27  -0.07  -0.24  -0.05    1
