ANO  USIN    JAN    FEV    MAR    ABR    MAI    JUN    JUL    AGO    SET    OUT    NOV    DEZ
XXXX  XXX XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X
2021    1   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.52  -0.18  -0.21  -0.18    1     Usos_Consuntivos - CAMARGOS
2022    1  -0.22  -0.17  -0.42  -0.51  -0.25  -0.51  -0.51  -0.40  -0.53  -0.18  -0.21  -0.18    1
2023    1  -0.22  -0.17  -0.42  -0.52  -0.25  -0.52  -0.52  -0.40  -0.54  -0.18  -0.21  -0.18    1
2024    1  -0.23  -0.18  -0.43  -0.53  -0.25  -0.53  -0.53  -0.41  -0.55  -0.18  -0.22  -0.18    1
2025    1  -0.23  -0.18  -0.44  -0.54  -0.25  -0.54  -0.54  -0.42  -0.56  -0.18  -0.22  -0.19    1
2021    4   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -3.61  -0.63  -0.63  -0.63    1     Usos_Consuntivos - FUNIL-GRANDE
2022    4  -0.63  -0.63  -1.76  -3.47  -1.13  -3.20  -3.10  -1.89  -3.69  -0.64  -0.64  -0.64    1
2023    4  -0.64  -0.64  -1.79  -3.55  -1.14  -3.28  -3.17  -1.93  -3.78  -0.64  -0.64  -0.64    1
2024    4  -0.64  -0.64  -1.83  -3.63  -1.16  -3.35  -3.24  -1.97  -3.87  -0.65  -0.65  -0.65    1
2025    4  -0.65  -0.65  -1.87  -3.71  -1.18  -3.43  -3.32  -2.01  -3.96  -0.66  -0.66  -0.66    1
2021    6   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 -10.46  -3.08  -8.08  -2.95    1     Usos_Consuntivos - FURNAS
2022    6  -3.10  -2.97  -6.52 -10.13  -3.96 -12.17 -12.52 -10.63 -10.69  -3.11  -8.25  -2.98    1
2023    6  -3.14  -3.00  -6.64 -10.35  -4.01 -12.44 -12.80 -10.86 -10.92  -3.15  -8.41  -3.01    1
2024    6  -3.17  -3.03  -6.77 -10.57  -4.07 -12.72 -13.09 -11.09 -11.16  -3.18  -8.58  -3.04    1
2025    6  -3.20  -3.06  -6.89 -10.78  -4.13 -12.99 -13.37 -11.33 -11.39  -3.21  -8.75  -3.07    1
2021    7   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.45  -0.58  -0.68  -0.58    1     Usos_Consuntivos - M. DE MORAES
2022    7  -0.58  -0.58  -1.14  -0.99  -0.76  -1.32  -1.40  -1.18  -1.48  -0.59  -0.68  -0.58    1
2023    7  -0.58  -0.58  -1.16  -1.01  -0.77  -1.35  -1.42  -1.20  -1.51  -0.59  -0.69  -0.59    1
2024    7  -0.59  -0.59  -1.18  -1.03  -0.78  -1.37  -1.45  -1.23  -1.54  -0.60  -0.70  -0.60    1
2025    7  -0.59  -0.59  -1.20  -1.04  -0.79  -1.40  -1.48  -1.25  -1.57  -0.61  -0.71  -0.60    1
2021    8   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.40  -0.07  -0.07  -0.07    1     Usos_Consuntivos - ESTREITO
2022    8  -0.07  -0.07  -0.16  -0.15  -0.20  -0.39  -0.43  -0.30  -0.41  -0.07  -0.07  -0.07    1
2023    8  -0.07  -0.07  -0.16  -0.16  -0.20  -0.40  -0.44  -0.31  -0.42  -0.07  -0.07  -0.07    1
2024    8  -0.07  -0.07  -0.17  -0.16  -0.20  -0.41  -0.45  -0.31  -0.43  -0.07  -0.07  -0.07    1
2025    8  -0.07  -0.07  -0.17  -0.16  -0.21  -0.42  -0.46  -0.32  -0.44  -0.07  -0.07  -0.07    1
2021    9   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.35  -0.03  -0.03  -0.03    1     Usos_Consuntivos - JAGUARA
2022    9  -0.03  -0.03  -0.16  -0.18  -0.18  -0.39  -0.43  -0.28  -0.36  -0.03  -0.03  -0.03    1
2023    9  -0.03  -0.03  -0.16  -0.18  -0.18  -0.40  -0.44  -0.29  -0.36  -0.03  -0.03  -0.03    1
2024    9  -0.03  -0.03  -0.17  -0.18  -0.19  -0.41  -0.45  -0.29  -0.37  -0.03  -0.03  -0.03    1
2025    9  -0.03  -0.03  -0.17  -0.19  -0.19  -0.42  -0.46  -0.30  -0.38  -0.03  -0.03  -0.03    1
2021   10   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.50  -0.11  -0.11  -0.11    1     Usos_Consuntivos - IGARAPAVA
2022   10  -0.11  -0.11  -0.27  -0.24  -0.27  -0.49  -0.53  -0.37  -0.51  -0.12  -0.11  -0.11    1
2023   10  -0.11  -0.11  -0.28  -0.25  -0.28  -0.50  -0.54  -0.38  -0.52  -0.12  -0.11  -0.11    1
2024   10  -0.11  -0.11  -0.28  -0.25  -0.28  -0.51  -0.56  -0.39  -0.53  -0.12  -0.11  -0.11    1
2025   10  -0.11  -0.11  -0.29  -0.26  -0.29  -0.52  -0.57  -0.39  -0.55  -0.12  -0.12  -0.11    1
2021   11   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -3.66  -0.71  -0.65  -0.18    1     Usos_Consuntivos - VOLTA GRANDE
2022   11  -0.18  -0.18  -1.47  -2.20  -1.91  -3.47  -3.69  -2.92  -3.75  -0.73  -0.66  -0.18    1
2023   11  -0.18  -0.18  -1.50  -2.25  -1.96  -3.56  -3.79  -2.99  -3.85  -0.75  -0.67  -0.18    1
2024   11  -0.18  -0.18  -1.54  -2.31  -2.00  -3.65  -3.88  -3.06  -3.95  -0.76  -0.69  -0.18    1
2025   11  -0.18  -0.18  -1.57  -2.36  -2.05  -3.73  -3.97  -3.14  -4.04  -0.78  -0.70  -0.18    1
2021   12   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 -15.49  -4.17  -4.96  -1.41    1     Usos_Consuntivos - P. COLOMBIA
2022   12  -1.55  -1.41  -5.64  -8.59  -8.74 -14.36 -15.19 -13.01 -15.89  -4.27  -5.07  -1.43    1
2023   12  -1.57  -1.43  -5.77  -8.80  -8.96 -14.72 -15.57 -13.34 -16.29  -4.36  -5.19  -1.45    1
2024   12  -1.59  -1.45  -5.90  -9.01  -9.17 -15.08 -15.95 -13.66 -16.69  -4.46  -5.30  -1.47    1
2025   12  -1.62  -1.47  -6.03  -9.22  -9.38 -15.44 -16.34 -13.99 -17.09  -4.55  -5.42  -1.49    1
2021   14   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.37  -0.40  -1.21  -0.40    1     Usos_Consuntivos - CACONDE
2022   14  -0.40  -0.40  -0.58  -1.11  -0.43  -1.99  -2.08  -1.64  -1.40  -0.40  -1.23  -0.40    1
2023   14  -0.40  -0.40  -0.59  -1.13  -0.44  -2.04  -2.13  -1.68  -1.43  -0.41  -1.26  -0.41    1
2024   14  -0.41  -0.41  -0.60  -1.15  -0.44  -2.08  -2.18  -1.72  -1.46  -0.41  -1.29  -0.41    1
2025   14  -0.41  -0.41  -0.60  -1.18  -0.45  -2.13  -2.23  -1.75  -1.49  -0.42  -1.31  -0.42    1
2021   15   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -2.79  -0.27  -1.05  -0.26    1     Usos_Consuntivos - E. DA CUNHA
2022   15  -0.26  -0.26  -1.19  -1.92  -0.73  -2.92  -3.17  -2.58  -2.86  -0.28  -1.07  -0.27    1
2023   15  -0.27  -0.27  -1.22  -1.97  -0.74  -2.99  -3.25  -2.64  -2.93  -0.28  -1.10  -0.27    1
2024   15  -0.27  -0.27  -1.24  -2.01  -0.76  -3.06  -3.33  -2.71  -3.00  -0.28  -1.12  -0.27    1
2025   15  -0.27  -0.27  -1.27  -2.06  -0.77  -3.13  -3.41  -2.77  -3.08  -0.29  -1.15  -0.27    1
2021   16   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.17  -0.01  -0.06  -0.01    1     Usos_Consuntivos - A.S.OLIVEIRA
2022   16  -0.01  -0.01  -0.09  -0.12  -0.05  -0.17  -0.19  -0.16  -0.18  -0.01  -0.06  -0.01    1
2023   16  -0.01  -0.01  -0.09  -0.12  -0.05  -0.17  -0.19  -0.16  -0.18  -0.01  -0.06  -0.01    1
2024   16  -0.01  -0.01  -0.09  -0.12  -0.05  -0.18  -0.20  -0.16  -0.18  -0.01  -0.06  -0.01    1
2025   16  -0.01  -0.01  -0.09  -0.12  -0.05  -0.18  -0.20  -0.17  -0.19  -0.01  -0.06  -0.01    1
2021   17   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 -77.75 -18.51 -41.98  -6.17    1     Usos_Consuntivos - MARIMBONDO
2022   17  -9.14  -6.18 -23.91 -50.71 -33.13 -74.24 -80.36 -71.21 -79.76 -18.92 -43.03  -6.25    1
2023   17  -9.30  -6.26 -24.46 -51.96 -33.91 -76.11 -82.39 -73.00 -81.78 -19.33 -44.08  -6.33    1
2024   17  -9.45  -6.34 -25.00 -53.21 -34.70 -77.98 -84.42 -74.79 -83.79 -19.74 -45.12  -6.41    1
2025   17  -9.61  -6.42 -25.55 -54.46 -35.49 -79.85 -86.45 -76.58 -85.81 -20.16 -46.17  -6.49    1
2021   18   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 -14.69  -5.22  -8.48  -2.50    1     Usos_Consuntivos - A. VERMELHA
2022   18  -3.47  -2.49  -3.02  -8.97  -9.21 -14.34 -15.40 -11.86 -15.04  -5.32  -8.67  -2.52    1
