NUM   TIPO   MODIF  MI ANOI MF ANOF
XXXX XXXXX XXXXXXXX XX XXXX XX XXXX
 151 POTEF    53.12  8 2023          POTIGUAR
 151 FCMAX    99.77  8 2023  9 2023  
 151 TEIFT     0.00  8 2023  9 2023  
 151 FCMAX   100.00 10 2023 12 2023  
 151 FCMAX     0.00  1 2024          
 161 POTEF    66.40  8 2023          POTIGUAR III
 161 FCMAX    82.83  8 2023  9 2023  
 161 TEIFT     0.00  8 2023  9 2023  
 161 FCMAX    82.50 10 2023 12 2023  
 161 FCMAX     0.00  1 2024          
 223 POTEF    55.99  8 2023          PROSPERI III
 223 TEIFT     0.00  8 2023  9 2023  
 223 IPTER     3.23  1 2024  1 2024  
 223 IPTER     0.00  2 2024  6 2024  
 223 IPTER     3.23  7 2024  7 2024  
 223 IPTER     0.00  8 2024 10 2024  
 223 IPTER    13.33 11 2024 11 2024  
 223 IPTER     6.45 12 2024 12 2024  
 241 POTEF    37.44  8 2023          PROSPERID II
 241 FCMAX    99.89  8 2023  9 2023  
 241 TEIFT     0.00  8 2023  9 2023  
 241 FCMAX   100.00 10 2023          
 241 IPTER     0.00  1 2024  1 2024  
 241 IPTER     3.45  2 2024  2 2024  
 241 IPTER     0.00  3 2024  6 2024  
 241 IPTER     3.23  7 2024  7 2024  
 241 IPTER     0.00  8 2024 12 2024  
 147 POTEF    28.02  8 2023          PROSPERIDADE
 147 FCMAX    99.92  8 2023  9 2023  
 147 TEIFT     0.00  8 2023  9 2023  
 147 FCMAX   100.00 10 2023          
 147 IPTER     9.68  1 2024  1 2024  
 147 IPTER     0.00  2 2024  4 2024  
 147 IPTER     6.45  5 2024  5 2024  
 147 IPTER     0.00  6 2024  9 2024  
 147 IPTER    25.81 10 2024 10 2024  
 147 IPTER    32.22 11 2024 11 2024  
 147 IPTER    17.20 12 2024 12 2024  
 170 POTEF   381.26  8 2023          SUAPE II
 170 TEIFT     0.00  8 2023  9 2023  
 221 POTEF    30.00  8 2023          SYKUE I
 221 FCMAX     0.00  8 2023          
  43 POTEF   185.90  8 2023          TERMOBAHIA
  43 FCMAX    85.48  8 2023  9 2023  
  43 TEIFT     0.00  8 2023  9 2023  
  43 FCMAX    85.50 10 2023          
 152 POTEF    49.73  8 2023          TERMOCABO
 152 FCMAX    99.95  8 2023  9 2023  
 152 TEIFT     0.00  8 2023  9 2023  
 152 FCMAX   100.00 10 2023          
  58 POTEF   223.00  8 2023          TERMOCEARA
  58 FCMAX    97.44  8 2023  9 2023  
  58 TEIFT     0.00  8 2023  9 2023  
  58 FCMAX    98.65 10 2023          
 159 POTEF   143.04  8 2023          TERMOMANAUS
 159 FCMAX    99.97  8 2023  9 2023  
 159 TEIFT     0.00  8 2023  9 2023  
 159 FCMAX   100.00 10 2023          
  67 POTEF   170.85  8 2023          TERMONE
  67 FCMAX    94.82  8 2023  9 2023  
  67 TEIFT     0.00  8 2023  9 2023  
  67 FCMAX    94.99 10 2023          
  69 POTEF   170.85  8 2023          TERMOPB
  69 FCMAX    94.82  8 2023  9 2023  
  69 TEIFT     0.00  8 2023  9 2023  
  69 FCMAX    95.00 10 2023          
  96 POTEF   532.76  8 2023  6 2026  TERMOPE
  96 FCMAX    99.99  8 2023  9 2023  
  96 TEIFT     0.00  8 2023  9 2023  
  96 GTMIN   303.71  8 2023  8 2023
  96 GTMIN 00348.70  9 2023 10 2023
  96 FCMAX   100.00 10 2023  4 2024  
  96 GTMIN   261.00 11 2023 11 2023
  96 GTMIN 00348.70 12 2023  4 2024
  96 FCMAX    48.39  5 2024  5 2024  
  96 GTMIN   168.77  5 2024  5 2024
  96 FCMAX     0.00  6 2024  6 2026  
  96 POTEF   550.00  7 2026          TERMOPE
  96 FCMAX   100.00  7 2026          
  96 IPTER     6.08  7 2026          
  96 TEIFT     1.37  7 2026          
  83 POTEF   367.90  8 2023          VALE DO ACU
  83 FCMAX    84.26  8 2023  9 2023  
  83 TEIFT     0.00  8 2023  9 2023  
  83 FCMAX    84.30 10 2023          
 201 POTEF   166.00  8 2023          APARECIDA
 201 FCMAX    95.18  8 2023  8 2023  
 201 TEIFT     0.00  8 2023  9 2023  
 201 GTMIN 00075.00  8 2023  6 2025
 201 FCMAX    97.08  9 2023  9 2023  
 201 FCMAX   100.00 10 2023          
 201 GTMIN 00075.00  7 2025  7 2025
 201 GTMIN 00075.00  8 2025  8 2025
 201 GTMIN 00075.00  9 2025  9 2025
 201 GTMIN 00075.00 10 2025 11 2025
 201 GTMIN 00075.00 12 2025 12 2025
 201 GTMIN 00075.00  1 2026  1 2026
 201 GTMIN    75.00  2 2026  2 2026
 201 GTMIN 00075.00  3 2026  3 2026
 201 GTMIN 00075.00  4 2026  4 2026
 201 GTMIN 00075.00  5 2026  5 2026
 201 GTMIN    75.00  6 2026  6 2026
 201 GTMIN 00075.00  7 2026  2 2027
 201 GTMIN 00075.00  3 2027  3 2027
 201 GTMIN 00075.00  4 2027  4 2027
 201 GTMIN 00075.00  5 2027  5 2027
 201 GTMIN    75.00  6 2027  6 2027
 201 GTMIN 00075.00  7 2027 
 260 POTEF   295.43  7 2026          AZULAO
 262 POTEF   295.43  1 2027          AZULAO II
 262 GTMIN 00097.21  1 2027  2 2027
 262 GTMIN 00097.21  2 2027  2 2027
 262 GTMIN    89.60  3 2027  3 2027
 262 GTMIN    97.21  5 2027  5 2027
 262 GTMIN 00277.76  6 2027 12 2027
 262 GTMIN 00277.76 12 2027 12 2027
 263 POTEF   295.43  1 2027          AZULAO IV
 263 GTMIN 00097.21  1 2027  2 2027
 263 GTMIN 00097.21  2 2027  2 2027
 263 GTMIN    89.60  3 2027  3 2027
 263 GTMIN    97.21  5 2027  5 2027
 263 GTMIN 00277.76  6 2027 12 2027
 263 GTMIN 00277.76 12 2027 12 2027
 322 POTEF    17.94 10 2025          BBF BALIZA
 322 FCMAX    92.75 10 2025          
 322 GTMIN 00006.66 10 2025  8 2027
 322 GTMIN 00006.66  9 2027 10 2027
 322 GTMIN 00006.66 11 2027 12 2027
 323 POTEF    10.00 10 2025          BONFIM
 323 GTMIN 00004.08 10 2025  8 2027
 323 GTMIN 00004.08  9 2027 10 2027
 323 GTMIN 00004.08 11 2027 12 2027
 203 POTEF    85.38  8 2023          C. ROCHA
 203 FCMAX    76.13  8 2023  9 2023  
 203 TEIFT     0.00  8 2023  9 2023  
 203 GTMIN 00064.99  8 2023  9 2023
 203 FCMAX   100.00 10 2023  5 2025  
 203 IPTER    20.72 10 2023  5 2025  
 203 GTMIN 00067.00 10 2023  5 2025
 203 FCMAX     0.00  6 2025          
 324 POTEF    10.00 10 2025          CANTA
 324 GTMIN 00004.08 10 2025  8 2027
 324 GTMIN 00004.08  9 2027 10 2027
 324 GTMIN 00004.08 11 2027 12 2027
  73 POTEF   165.87  8 2023          GERAMAR I
  73 FCMAX    95.98  8 2023  9 2023  
  73 TEIFT     0.00  8 2023  9 2023  
  73 FCMAX    96.00 10 2023          
  70 POTEF   165.87  8 2023          GERAMAR II
  70 FCMAX    95.98  8 2023  9 2023  
  70 TEIFT     0.00  8 2023  9 2023  
  70 FCMAX    96.00 10 2023          
 325 POTEF    56.95 10 2025          HF S JOAQUIM
 325 GTMIN 00025.71 10 2025  8 2027
 325 GTMIN 00025.71  9 2027  9 2027
 325 GTMIN 00025.71 10 2027 10 2027
 325 GTMIN 00025.71 11 2027 12 2027
 326 POTEF   140.83 10 2025          JAGUATIRI II
 326 GTMIN 00000.00 10 2025 10 2025
 326 GTMIN 00000.00 11 2025 11 2025
 326 GTMIN 00000.00 12 2025 12 2025
 326 GTMIN 00000.00  1 2026  1 2026
 326 GTMIN 00000.00  2 2026  2 2026
 326 GTMIN 00000.00  3 2026  3 2026
 326 GTMIN 00000.00  4 2026  4 2026
 326 GTMIN 00000.00  5 2026  5 2026
 326 GTMIN 00000.00  6 2026  6 2026
 326 GTMIN 00000.00  7 2026  7 2026
 326 GTMIN 00000.00  8 2026  8 2026
 326 GTMIN 00000.00  9 2026  9 2026
 326 GTMIN 00000.00 10 2026 10 2026
 326 GTMIN 00000.00 11 2026 11 2026
 326 GTMIN 00000.00 12 2026 12 2026
 326 GTMIN 00000.00  1 2027  1 2027
 326 GTMIN 00000.00  2 2027  2 2027
 326 GTMIN 00000.00  3 2027  3 2027
 326 GTMIN 00000.00  4 2027  4 2027
 326 GTMIN 00000.00  5 2027  5 2027
 326 GTMIN 00000.00  6 2027  6 2027
 326 GTMIN 00000.00  7 2027  7 2027
 326 GTMIN 00000.00  8 2027  8 2027
 326 GTMIN 00000.00  9 2027 10 2027
 326 GTMIN 00000.00 11 2027 11 2027
 326 GTMIN 00000.00 12 2027
 204 POTEF    75.48  8 2023          JARAQUI
 204 FCMAX    83.47  8 2023  9 2023  
 204 TEIFT     0.00  8 2023  9 2023  
 204 GTMIN 00062.99  8 2023  4 2025
 204 FCMAX    86.95 10 2023  4 2025  
 204 FCMAX     0.00  5 2025          
 327 POTEF    42.25 10 2025          M.CRISTO SUC
 327 FCMAX    96.49 10 2025          
 205 POTEF    73.40  8 2023          MANAUARA
 205 FCMAX    88.04  8 2023  8 2023  
 205 TEIFT     0.00  8 2023  9 2023  
 205 GTMIN    64.61  8 2023  8 2023
 205 FCMAX    87.19  9 2023  9 2023  
 205 GTMIN    63.99  9 2023  9 2023
 205 FCMAX   100.00 10 2023          
 205 IPTER     0.39 10 2023          
 205 GTMIN 00064.87 10 2023 
 264 POTEF   162.91  1 2027          MANAUS I
 264 GTMIN 00054.48  1 2027  3 2027
 264 GTMIN 00054.48  3 2027  3 2027
 264 GTMIN    50.28  5 2027  5 2027
 264 GTMIN 00155.65  6 2027 12 2027
 264 GTMIN 00155.65 12 2027 12 2027
 212 POTEF   518.80  8 2023          MARANHAO III
 212 FCMAX    97.68  8 2023  8 2023  
 212 TEIFT     0.00  8 2023  9 2023  
 212 GTMIN 00490.00  8 2023  9 2023
 212 FCMAX    97.67  9 2023  9 2023  
 212 FCMAX   100.00 10 2023          
 212 GTMIN 00483.00 10 2023 11 2023
 212 GTMIN 00483.84  6 2024 11 2024
 212 GTMIN 00483.00  6 2025 11 2025
 212 GTMIN 00483.00  6 2026 11 2026
 212 GTMIN 00483.00  6 2027 11 2027
  36 POTEF   337.60  8 2023          MARANHAO IV
  36 FCMAX    98.44  8 2023  8 2023  
  36 TEIFT     0.00  8 2023  9 2023  
  36 GTMIN     9.87  8 2023  8 2023
  36 FCMAX    98.46  9 2023  9 2023  
  36 FCMAX   100.00 10 2023          
  21 POTEF   337.60  8 2023          MARANHAO V
  21 FCMAX    98.44  8 2023  8 2023  
  21 TEIFT     0.00  8 2023  9 2023  
  21 GTMIN     9.87  8 2023  8 2023
  21 FCMAX    98.46  9 2023  9 2023  
  21 FCMAX   100.00 10 2023          
 140 POTEF   590.75  8 2023          MAUA 3
 140 FCMAX    94.89  8 2023  8 2023  
 140 TEIFT     0.00  8 2023  9 2023  
 140 GTMIN 00264.00  8 2023  9 2023
 140 FCMAX   100.00  9 2023  9 2023  
 140 FCMAX    98.69 10 2023          
 140 GTMIN 00264.00 10 2023 10 2023
 140 GTMIN 00264.00 11 2023 11 2023
 140 GTMIN   264.00 12 2023 12 2023
 140 GTMIN 00264.00  1 2024  1 2024
 140 GTMIN 00264.00  2 2024  9 2024
 140 GTMIN 00264.00 10 2024 10 2024
 140 GTMIN 00264.00 11 2024 11 2024
 140 GTMIN 00264.00 12 2024 12 2024
 140 GTMIN 00264.00  1 2025  1 2025
 140 GTMIN 00264.00  2 2025  2 2025
 140 GTMIN   264.00  3 2025  3 2025
 140 GTMIN 00264.00  4 2025  4 2025
 140 GTMIN 00264.00  5 2025  5 2025
 140 GTMIN 00264.00  6 2025  6 2025
 140 GTMIN 00264.00  7 2025  1 2026
 140 GTMIN   264.00  2 2026  2 2026
 140 GTMIN 00264.00  3 2026  5 2026
 140 GTMIN 00264.00  6 2026  6 2026
 140 GTMIN 00264.00  7 2026  5 2027
 140 GTMIN 00264.00  6 2027  6 2027
 140 GTMIN 00264.00  7 2027 
  46 POTEF   178.21  8 2023 12 2024  N.VENECIA 2
  46 FCMAX    98.07  8 2023  8 2023  
  46 TEIFT     0.00  8 2023  9 2023  
  46 GTMIN     4.03  8 2023  8 2023
  46 FCMAX    98.09  9 2023  9 2023  
  46 FCMAX    99.99 10 2023 12 2024  
  46 POTEF   270.47  1 2025          N.VENECIA 2
  46 FCMAX   100.00  1 2025          
  46 IPTER     6.44  1 2025          
  46 TEIFT     6.05  1 2025          
  46 GTMIN    79.85  6 2025  6 2025
  46 GTMIN 00081.09  7 2025 11 2025
  46 GTMIN    79.85  6 2026  6 2026
  46 GTMIN 00081.09  7 2026 11 2026
  46 GTMIN    79.85  6 2027  6 2027
  46 GTMIN 00081.09  7 2027 11 2027
 240 POTEF   604.52  8 2025          NT BARCARENA
 240 GTMIN 00580.83  8 2025 12 2025
 240 GTMIN 00580.83  7 2026 12 2026
 240 GTMIN 00580.83  7 2027 12 2027
 228 POTEF     5.54  1 2025          O. CANOAS 1
 228 GTMIN 00002.25  1 2025 12 2027
 328 POTEF    11.55 10 2025          PALMAPLAN 2
 328 GTMIN 00000.00  9 2027 10 2027
 116 POTEF    56.28  8 2023          PARNAIBA IV
 116 TEIFT     0.00  8 2023  9 2023  
 116 GTMIN     1.84  8 2023  8 2023
 116 IPTER     2.16  1 2026  6 2026  
 116 FCMAX    96.01  7 2026          
 116 IPTER     4.30  7 2026          
 116 TEIFT     5.50  7 2026          
 239 POTEF   385.75  8 2023          PARNAIBA V
 239 FCMAX    94.70  8 2023          
 239 TEIFT     0.00  8 2023  9 2023  
 239 GTMIN    11.86  8 2023  8 2023
 329 POTEF    10.00 10 2025          PAU RAINHA
 329 GTMIN 00004.08 10 2025  8 2027
 329 GTMIN 00004.08  9 2027 10 2027
 329 GTMIN 00004.08 11 2027 12 2027
 207 POTEF    73.40  8 2023          PONTA NEGRA
 207 FCMAX    87.19  8 2023  9 2023  
 207 TEIFT     0.00  8 2023  9 2023  
 207 GTMIN 00063.99  8 2023  9 2023
 207 FCMAX    89.92 10 2023          
 207 IPTER     0.53 10 2023          
 207 GTMIN 00064.00 10 2023 12 2027
 176 POTEF   360.14  8 2023          PORTO ITAQUI
 176 FCMAX   100.00  8 2023          
 176 TEIFT     0.00  8 2023  9 2023  
 330 POTEF    10.00 10 2025          SANTA LUZ
 330 GTMIN 00004.08 10 2025  8 2027
 330 GTMIN 00004.08  9 2027 10 2027
 330 GTMIN 00004.08 11 2027 12 2027
 209 POTEF    93.04  8 2023          TAMBAQUI
 209 FCMAX    67.71  8 2023  9 2023  
 209 TEIFT     0.00  8 2023  9 2023  
 209 GTMIN 00062.99  8 2023  4 2025
 209 FCMAX    70.54 10 2023  4 2025  
 209 FCMAX     0.00  5 2025          
